"Season","SeasonType","Week","Poll","Rank","School","Conference","FirstPlaceVotes","Points"
"2014","regular","1","AP Top 25","1","Florida State","ACC","57","1496"
"2014","regular","1","AP Top 25","2","Alabama","SEC","1","1361"
"2014","regular","1","AP Top 25","3","Oregon","Pac-12","1","1334"
"2014","regular","1","AP Top 25","4","Oklahoma","Big 12","1","1324"
"2014","regular","1","AP Top 25","5","Ohio State","Big Ten","0","1207"
"2014","regular","1","AP Top 25","6","Auburn","SEC","0","1198"
"2014","regular","1","AP Top 25","7","UCLA","Pac-12","0","1106"
"2014","regular","1","AP Top 25","8","Michigan State","Big Ten","0","1080"
"2014","regular","1","AP Top 25","9","South Carolina","SEC","0","1015"
"2014","regular","1","AP Top 25","10","Baylor","Big 12","0","966"
"2014","regular","1","AP Top 25","11","Stanford","Pac-12","0","885"
"2014","regular","1","AP Top 25","12","Georgia","SEC","0","843"
"2014","regular","1","AP Top 25","13","LSU","SEC","0","776"
"2014","regular","1","AP Top 25","14","Wisconsin","Big Ten","0","637"
"2014","regular","1","AP Top 25","15","USC","Pac-12","0","626"
"2014","regular","1","AP Top 25","16","Clemson","ACC","0","536"
"2014","regular","1","AP Top 25","17","Notre Dame","FBS Independents","0","445"
"2014","regular","1","AP Top 25","18","Ole Miss","SEC","0","424"
"2014","regular","1","AP Top 25","19","Arizona State","Pac-12","0","357"
"2014","regular","1","AP Top 25","20","Kansas State","Big 12","0","242"
"2014","regular","1","AP Top 25","21","Texas A&M","SEC","0","238"
"2014","regular","1","AP Top 25","22","Nebraska","Big Ten","0","226"
"2014","regular","1","AP Top 25","23","North Carolina","ACC","0","194"
"2014","regular","1","AP Top 25","24","Missouri","SEC","0","134"
"2014","regular","1","AP Top 25","25","Washington","Pac-12","0","130"
"2014","regular","1","Coaches Poll","1","Florida State","ACC","56","1543"
"2014","regular","1","Coaches Poll","2","Alabama","SEC","0","1455"
"2014","regular","1","Coaches Poll","3","Oklahoma","Big 12","3","1382"
"2014","regular","1","Coaches Poll","4","Oregon","Pac-12","1","1314"
"2014","regular","1","Coaches Poll","5","Auburn","SEC","0","1271"
"2014","regular","1","Coaches Poll","6","Ohio State","Big Ten","1","1267"
"2014","regular","1","Coaches Poll","7","UCLA","Pac-12","0","1085"
"2014","regular","1","Coaches Poll","8","Michigan State","Big Ten","0","1050"
"2014","regular","1","Coaches Poll","9","South Carolina","SEC","1","1009"
"2014","regular","1","Coaches Poll","10","Baylor","Big 12","0","965"
"2014","regular","1","Coaches Poll","11","Stanford","Pac-12","0","955"
"2014","regular","1","Coaches Poll","12","Georgia","SEC","0","905"
"2014","regular","1","Coaches Poll","13","LSU","SEC","0","833"
"2014","regular","1","Coaches Poll","14","Wisconsin","Big Ten","0","654"
"2014","regular","1","Coaches Poll","15","USC","Pac-12","0","627"
"2014","regular","1","Coaches Poll","16","Clemson","ACC","0","535"
"2014","regular","1","Coaches Poll","17","Notre Dame","FBS Independents","0","509"
"2014","regular","1","Coaches Poll","18","Arizona State","Pac-12","0","358"
"2014","regular","1","Coaches Poll","19","Ole Miss","SEC","0","346"
"2014","regular","1","Coaches Poll","20","Texas A&M","SEC","0","266"
"2014","regular","1","Coaches Poll","21","Kansas State","Big 12","0","257"
"2014","regular","1","Coaches Poll","22","Nebraska","Big Ten","0","228"
"2014","regular","1","Coaches Poll","23","North Carolina","ACC","0","175"
"2014","regular","1","Coaches Poll","24","Texas","Big 12","0","143"
"2014","regular","1","Coaches Poll","25","Washington","Pac-12","0","142"
"2014","regular","1","FCS Coaches Poll","1","North Dakota State","MVFC","24","647"
"2014","regular","1","FCS Coaches Poll","2","Eastern Washington","Big Sky","2","626"
"2014","regular","1","FCS Coaches Poll","3","Southeastern Louisiana","Southland","0","598"
"2014","regular","1","FCS Coaches Poll","4","Coastal Carolina","Big South","0","540"
"2014","regular","1","FCS Coaches Poll","5","Montana","Big Sky","0","495"
"2014","regular","1","FCS Coaches Poll","6","McNeese","Southland","0","452"
"2014","regular","1","FCS Coaches Poll","7","Villanova","CAA","0","445"
"2014","regular","1","FCS Coaches Poll","8","New Hampshire","CAA","0","426"
"2014","regular","1","FCS Coaches Poll","9","Jacksonville State","OVC","0","413"
"2014","regular","1","FCS Coaches Poll","10","Fordham","Patriot","0","360"
"2014","regular","1","FCS Coaches Poll","11","South Dakota State","MVFC","0","341"
"2014","regular","1","FCS Coaches Poll","12","Northern Iowa","MVFC","0","327"
"2014","regular","1","FCS Coaches Poll","13","Sam Houston State","Southland","0","323"
"2014","regular","1","FCS Coaches Poll","14","Eastern Illinois","OVC","0","289"
"2014","regular","1","FCS Coaches Poll","15","Chattanooga","Southern","0","278"
"2014","regular","1","FCS Coaches Poll","16","Tennessee State","OVC","0","234"
"2014","regular","1","FCS Coaches Poll","17","Furman","Southern","0","229"
"2014","regular","1","FCS Coaches Poll","18","Bethune-Cookman","MEAC","0","216"
"2014","regular","1","FCS Coaches Poll","19","Towson","CAA","0","193"
"2014","regular","1","FCS Coaches Poll","20","Richmond","CAA","0","174"
"2014","regular","1","FCS Coaches Poll","21","Youngstown State","MVFC","0","147"
"2014","regular","1","FCS Coaches Poll","22","Maine","CAA","0","144"
"2014","regular","1","FCS Coaches Poll","23","Montana State","Big Sky","0","128"
"2014","regular","1","FCS Coaches Poll","24","William & Mary","CAA","0","80"
"2014","regular","1","FCS Coaches Poll","25","Southern Illinois","MVFC","0","49"
"2014","regular","2","AP Top 25","1","Florida State","ACC","49","1456"
"2014","regular","2","AP Top 25","2","Alabama","SEC","1","1317"
"2014","regular","2","AP Top 25","3","Oregon","Pac-12","5","1314"
"2014","regular","2","AP Top 25","4","Oklahoma","Big 12","2","1283"
"2014","regular","2","AP Top 25","5","Auburn","SEC","0","1186"
"2014","regular","2","AP Top 25","6","Georgia","SEC","2","1114"
"2014","regular","2","AP Top 25","7","Michigan State","Big Ten","0","1093"
"2014","regular","2","AP Top 25","8","Ohio State","Big Ten","0","982"
"2014","regular","2","AP Top 25","9","Texas A&M","SEC","2","978"
"2014","regular","2","AP Top 25","10","Baylor","Big 12","0","962"
"2014","regular","2","AP Top 25","11","UCLA","Pac-12","0","944"
"2014","regular","2","AP Top 25","12","LSU","SEC","1","926"
"2014","regular","2","AP Top 25","13","Stanford","Pac-12","0","886"
"2014","regular","2","AP Top 25","14","USC","Pac-12","0","729"
"2014","regular","2","AP Top 25","15","Ole Miss","SEC","0","525"
"2014","regular","2","AP Top 25","16","Notre Dame","FBS Independents","0","519"
"2014","regular","2","AP Top 25","17","Arizona State","Pac-12","0","431"
"2014","regular","2","AP Top 25","18","Wisconsin","Big Ten","0","364"
"2014","regular","2","AP Top 25","19","Nebraska","Big Ten","0","352"
"2014","regular","2","AP Top 25","20","Kansas State","Big 12","0","325"
"2014","regular","2","AP Top 25","21","South Carolina","SEC","0","196"
"2014","regular","2","AP Top 25","21","North Carolina","ACC","0","196"
"2014","regular","2","AP Top 25","23","Clemson","ACC","0","164"
"2014","regular","2","AP Top 25","24","Missouri","SEC","0","147"
"2014","regular","2","AP Top 25","25","Louisville","ACC","0","141"
"2014","regular","2","Coaches Poll","1","Florida State","ACC","57","1541"
"2014","regular","2","Coaches Poll","2","Alabama","SEC","0","1432"
"2014","regular","2","Coaches Poll","3","Oklahoma","Big 12","2","1407"
"2014","regular","2","Coaches Poll","4","Oregon","Pac-12","2","1358"
"2014","regular","2","Coaches Poll","5","Auburn","SEC","0","1289"
"2014","regular","2","Coaches Poll","6","Michigan State","Big Ten","0","1141"
"2014","regular","2","Coaches Poll","7","Ohio State","Big Ten","0","1114"
"2014","regular","2","Coaches Poll","8","Georgia","SEC","1","1108"
"2014","regular","2","Coaches Poll","9","Baylor","Big 12","0","1018"
"2014","regular","2","Coaches Poll","10","Stanford","Pac-12","0","999"
"2014","regular","2","Coaches Poll","11","UCLA","Pac-12","0","964"
"2014","regular","2","Coaches Poll","12","LSU","SEC","0","912"
"2014","regular","2","Coaches Poll","13","Texas A&M","SEC","0","895"
"2014","regular","2","Coaches Poll","14","USC","Pac-12","0","713"
"2014","regular","2","Coaches Poll","15","Notre Dame","FBS Independents","0","605"
"2014","regular","2","Coaches Poll","16","Arizona State","Pac-12","0","502"
"2014","regular","2","Coaches Poll","17","Ole Miss","SEC","0","438"
"2014","regular","2","Coaches Poll","18","Nebraska","Big Ten","0","384"
"2014","regular","2","Coaches Poll","19","Wisconsin","Big Ten","0","373"
"2014","regular","2","Coaches Poll","20","Kansas State","Big 12","0","370"
"2014","regular","2","Coaches Poll","21","South Carolina","SEC","0","272"
"2014","regular","2","Coaches Poll","22","Missouri","SEC","0","189"
"2014","regular","2","Coaches Poll","23","North Carolina","ACC","0","168"
"2014","regular","2","Coaches Poll","24","Clemson","ACC","0","155"
"2014","regular","2","Coaches Poll","25","Texas","Big 12","0","150"
"2014","regular","2","FCS Coaches Poll","1","North Dakota State","MVFC","24","647"
"2014","regular","2","FCS Coaches Poll","2","Eastern Washington","Big Sky","2","626"
"2014","regular","2","FCS Coaches Poll","3","Southeastern Louisiana","Southland","0","598"
