Id,Season,Week,Season Type,Start Date,Start Time Tbd,Completed,Neutral Site,Conference Game,Attendance,Venue Id,Venue,Home Id,Home Team,Home Conference,Home Division,Home Points,Home Line Scores[0],Home Line Scores[1],Home Line Scores[2],Home Line Scores[3],Home Post Win Prob,Home Pregame Elo,Home Postgame Elo,Away Id,Away Team,Away Conference,Away Division,Away Points,Away Line Scores[0],Away Line Scores[1],Away Line Scores[2],Away Line Scores[3],Away Post Win Prob,Away Pregame Elo,Away Postgame Elo,Excitement Index,Highlights,Notes
232350023,2003,1,regular,2003-08-23T22:00:00.000Z,,True,False,False,31681.0,3935.0,Spartan Stadium,23,San José State,Western Athletic,fbs,29,7,3,3,16.0,,,,2755,Grambling,SWAC,fcs,0,0,0,0,0.0,,,,,,
232352306,2003,1,regular,2003-08-23T23:45:00.000Z,,True,False,False,50823.0,,,2306,Kansas State,Big 12,fbs,10,10,17,8,7.0,,1977.0,1973.0,25,California,Pac-10,fbs,7,7,7,0,14.0,,1569.0,1573.0,,,BCA CLASSIC AT KANSAS CITY MO
232402199,2003,2,regular,2003-08-28T23:00:00.000Z,False,True,False,False,11725.0,3912.0,Rynearson Stadium,2199,Eastern Michigan,Mid-American,fbs,28,7,7,7,7.0,,,,2193,East Tennessee State,Southern,fcs,21,0,14,7,0.0,,,,,,
232400189,2003,2,regular,2003-08-28T23:00:00.000Z,False,True,False,False,15669.0,3700.0,Doyt Perry Stadium,189,Bowling Green,Mid-American,fbs,63,14,21,7,21.0,,,,2198,Eastern Kentucky,OVC,fcs,13,7,0,0,6.0,,,,,,
232400195,2003,2,regular,2003-08-28T23:00:00.000Z,False,True,False,False,10173.0,3876.0,Peden Stadium,195,Ohio,Mid-American,fbs,17,7,10,0,0.0,,,,2546,Southeast Missouri State,OVC,fcs,3,0,3,0,0.0,,,,,,
232402447,2003,2,regular,2003-08-28T23:00:00.000Z,False,True,False,False,,3779.0,Manning Field at John L. Guidry Stadium,2447,Nicholls,Southland,fcs,70,21,21,7,21.0,,,,2064,Bethel (TN),,,0,0,0,0,0.0,,,,,,
232400222,2003,2,regular,2003-08-28T23:00:00.000Z,False,True,False,False,,717.0,Villanova Stadium,222,Villanova,Atlantic 10,fcs,41,28,6,7,0.0,,,,2261,Hampton,MEAC,fcs,6,0,0,6,0.0,,,,,,
232402710,2003,2,regular,2003-08-28T23:05:00.000Z,False,True,False,False,,3746.0,Hanson Field,2710,Western Illinois,MVFC,fcs,35,7,21,7,0.0,,,,2844,Wayne State (NE),,,3,0,3,0,0.0,,,,,,
232402348,2003,2,regular,2003-08-28T23:30:00.000Z,,True,False,False,43279.0,3776.0,Joe Aillet Stadium,2348,Louisiana Tech,Western Athletic,fbs,9,3,0,3,3.0,,1307.0,1270.0,2390,Miami,Big East,fbs,48,14,7,17,10.0,,1927.0,1964.0,,,
232402006,2003,2,regular,2003-08-28T23:30:00.000Z,,True,False,True,26814.0,,,2006,Akron,Mid-American,fbs,38,14,10,0,14.0,,1419.0,1394.0,2309,Kent State,Mid-American,fbs,41,17,7,0,17.0,,1115.0,1140.0,,,
232402754,2003,2,regular,2003-08-28T23:30:00.000Z,False,True,False,False,,844.0,Stambaugh Stadium,2754,Youngstown State,MVFC,fcs,35,7,21,0,7.0,,,,2205,Edinboro,,,11,0,11,0,0.0,,,,,,
232402459,2003,2,regular,2003-08-28T23:35:00.000Z,,True,False,False,28018.0,3764.0,Brigham Field at Huskie Stadium,2459,Northern Illinois,Mid-American,fbs,20,0,10,0,3.0,,1552.0,1573.0,120,Maryland,ACC,fbs,13,7,0,3,3.0,,1742.0,1721.0,,,
232402630,2003,2,regular,2003-08-29T00:00:00.000Z,False,True,False,False,,3748.0,Graham Stadium,2630,UT Martin,OVC,fcs,21,7,7,0,7.0,,,,2046,Austin Peay,Pioneer,fcs,20,0,0,7,13.0,,,,,,
232402623,2003,2,regular,2003-08-29T00:00:00.000Z,False,True,False,False,,3878.0,Plaster Sports Complex,2623,Missouri State,MVFC,fcs,48,17,14,10,7.0,,,,2191,East Central,,,0,0,0,0,0.0,,,,,,
232402287,2003,2,regular,2003-08-29T00:00:00.000Z,False,True,False,False,,3744.0,Hancock Stadium,2287,Illinois State,MVFC,fcs,27,7,10,7,3.0,,,,2181,Drake,Pioneer,fcs,13,6,0,0,7.0,,,,,,
232400098,2003,2,regular,2003-08-29T00:00:00.000Z,False,True,False,False,,3796.0,Houchens Industries-L. T. Smith Stadium,98,Western Kentucky,MVFC,fcs,51,14,17,7,13.0,,,,2841,Union College,,,3,0,3,0,0.0,,,,,,
232400079,2003,2,regular,2003-08-29T00:00:00.000Z,False,True,True,False,,,,79,Southern Illinois,MVFC,fcs,64,14,0,40,10.0,,,,2825,Quincy,,,14,0,0,8,6.0,,,,,,
232400236,2003,2,regular,2003-08-29T00:00:00.000Z,False,True,False,False,,3720.0,Finley Stadium,236,Chattanooga,Southern,fcs,23,6,0,3,14.0,,,,2535,Samford,OVC,fcs,31,7,14,0,10.0,,,,,,
232402050,2003,2,regular,2003-08-29T00:00:00.000Z,False,True,False,False,23549.0,3919.0,Scheumann Stadium,2050,Ball State,Mid-American,fbs,31,6,9,6,10.0,,,,282,Indiana State,MVFC,fcs,7,0,0,7,0.0,,,,,,
232402393,2003,2,regular,2003-08-29T00:00:00.000Z,False,True,False,False,23261.0,3725.0,"Johnny Red"""" Floyd Stadium""""",2393,Middle Tennessee,Sun Belt,fbs,19,0,9,0,10.0,,1445.0,1436.0,2226,Florida Atlantic,FCS Independents,fcs,20,0,7,0,13.0,,1291.0,1300.0,,,
232400254,2003,2,regular,2003-08-29T01:00:00.000Z,,True,False,False,39697.0,587.0,Rice-Eccles Stadium,254,Utah,Mountain West,fbs,40,7,7,7,19.0,,1533.0,1557.0,328,Utah State,Sun Belt,fbs,20,0,3,2,15.0,,1301.0,1277.0,,,
232400252,2003,2,regular,2003-08-29T01:30:00.000Z,,True,False,True,61930.0,3801.0,LaVell Edwards Stadium,252,BYU,Mountain West,fbs,24,7,0,14,3.0,,1447.0,1473.0,59,Georgia Tech,ACC,fbs,13,6,7,0,0.0,,1532.0,1506.0,,,
232400204,2003,2,regular,2003-08-29T02:00:00.000Z,,True,False,False,35614.0,3893.0,Reser Stadium,204,Oregon State,Pac-10,fbs,40,3,17,14,6.0,,,,16,Sacramento State,Big Sky,fcs,7,0,0,0,7.0,,,,,,
232412439,2003,2,regular,2003-08-30T01:00:00.000Z,,True,False,False,21791.0,3914.0,Sam Boyd Stadium,2439,UNLV,Mountain West,fbs,28,7,7,0,14.0,,1439.0,1467.0,2649,Toledo,Mid-American,fbs,18,6,6,6,0.0,,1587.0,1559.0,,,
232420228,2003,2,regular,2003-08-30T16:00:00.000Z,,True,False,False,83000.0,3836.0,Memorial Stadium,228,Clemson,ACC,fbs,0,0,0,0,0.0,,1489.0,1447.0,61,Georgia,SEC,fbs,30,10,3,3,14.0,,1836.0,1878.0,,,
232420142,2003,2,regular,2003-08-30T16:00:00.000Z,,True,False,False,63576.0,,,142,Missouri,Big 12,fbs,22,7,7,0,8.0,,1540.0,1553.0,356,Illinois,Big Ten,fbs,15,3,3,3,6.0,,1607.0,1594.0,,,
232420277,2003,2,regular,2003-08-30T16:00:00.000Z,,True,False,False,60663.0,3842.0,Mountaineer Field at Milan Puskar Stadium,277,West Virginia,Big East,fbs,17,10,0,7,0.0,,1606.0,1593.0,275,Wisconsin,Big Ten,fbs,24,7,0,3,14.0,,1612.0,1625.0,,,
232420041,2003,2,regular,2003-08-30T16:00:00.000Z,,True,False,False,38109.0,3892.0,Rentschler Field,41,Connecticut,FBS Independents,fbs,34,10,7,10,7.0,,1561.0,1595.0,84,Indiana,Big Ten,fbs,10,3,0,7,0.0,,1321.0,1287.0,,,
232422294,2003,2,regular,2003-08-30T16:05:00.000Z,,True,False,False,54128.0,3793.0,Kinnick Stadium,2294,Iowa,Big Ten,fbs,21,7,7,0,7.0,,1804.0,1821.0,193,Miami (OH),Mid-American,fbs,3,3,0,0,0.0,,1557.0,1540.0,,,
232420130,2003,2,regular,2003-08-30T16:10:00.000Z,,True,False,False,110637.0,3558.0,Michigan Stadium,130,Michigan,Big Ten,fbs,45,10,7,21,7.0,,1733.0,1778.0,2117,Central Michigan,Mid-American,fbs,7,0,0,7,0.0,,1227.0,1182.0,,,
232420111,2003,2,regular,2003-08-30T16:30:00.000Z,False,True,True,False,,,,111,Northeastern,Atlantic 10,fcs,78,21,28,23,6.0,,,,284,Stonehill,,,6,0,6,0,0.0,,,,,,
232420238,2003,2,regular,2003-08-30T16:30:00.000Z,,True,False,True,29411.0,3973.0,Vanderbilt Stadium,238,Vanderbilt,SEC,fbs,21,0,7,7,7.0,,1325.0,1332.0,145,Ole Miss,SEC,fbs,24,0,6,8,10.0,,1521.0,1514.0,,,
232420103,2003,2,regular,2003-08-30T17:00:00.000Z,,True,False,False,42563.0,3615.0,Alumni Stadium,103,Boston College,Big East,fbs,28,7,7,7,7.0,,1715.0,1699.0,154,Wake Forest,ACC,fbs,32,0,6,6,20.0,,1581.0,1597.0,,,
232422230,2003,2,regular,2003-08-30T17:00:00.000Z,False,True,True,False,,,,2230,Fordham,Patriot,fcs,42,7,28,7,0.0,,,,2089,LIU Post,,,7,0,0,0,7.0,,,,,,
232420050,2003,2,regular,2003-08-30T17:00:00.000Z,False,True,True,False,,,,50,Florida A&M,,,22,0,7,15,0.0,,,,2011,Alabama State,SWAC,fcs,38,14,7,7,10.0,,,,,,
232422426,2003,2,regular,2003-08-30T17:30:00.000Z,False,True,False,False,30129.0,3852.0,Navy-Marine Corps Memorial Stadium,2426,Navy,FBS Independents,fbs,37,7,21,0,9.0,,,,2678,VMI,Big South,fcs,10,0,0,7,3.0,,,,,,
232422005,2003,2,regular,2003-08-30T18:00:00.000Z,False,True,False,False,40111.0,3713.0,Falcon Stadium,2005,Air Force,Mountain West,fbs,49,0,14,28,7.0,,,,2747,Wofford,Southern,fcs,0,0,0,0,0.0,,,,,,
232422458,2003,2,regular,2003-08-30T18:00:00.000Z,False,True,False,False,,3856.0,Nottingham Field,2458,Northern Colorado,FCS Independents,fcs,72,20,21,19,12.0,,,,2424,New Mexico Highlands,,,13,0,7,0,6.0,,,,,,
232422633,2003,2,regular,2003-08-30T19:00:00.000Z,,True,False,False,103860.0,3853.0,Neyland Stadium,2633,Tennessee,SEC,fbs,24,7,7,7,3.0,,1657.0,1685.0,278,Fresno State,Western Athletic,fbs,6,0,0,0,6.0,,1527.0,1499.0,,,
232420160,2003,2,regular,2003-08-30T19:00:00.000Z,False,True,False,False,,3688.0,Wildcat Stadium,160,New Hampshire,Atlantic 10,fcs,70,21,21,14,14.0,,,,2115,Central Connecticut,NEC,fcs,20,0,7,13,0.0,,,,,,
232420213,2003,2,regular,2003-08-30T19:30:00.000Z,,True,False,False,101553.0,3632.0,Beaver Stadium,213,Penn State,Big Ten,fbs,23,0,7,6,10.0,,1823.0,1815.0,218,Temple,Big East,fbs,10,0,3,0,7.0,,1387.0,1395.0,,,
232420158,2003,2,regular,2003-08-30T19:30:00.000Z,,True,False,True,78058.0,3834.0,Memorial Stadium,158,Nebraska,Big 12,fbs,17,3,0,14,0.0,,1617.0,1632.0,197,Oklahoma State,Big 12,fbs,7,7,0,0,0.0,,1581.0,1566.0,,,
232422643,2003,2,regular,2003-08-30T19:30:00.000Z,False,True,True,False,,,,2643,The Citadel,Southern,fcs,64,20,14,0,30.0,,,,2127,Charleston Southern,Big South,fcs,10,0,3,0,7.0,,,,,,
232420127,2003,2,regular,2003-08-30T19:40:00.000Z,,True,False,False,72923.0,3936.0,Spartan Stadium,127,Michigan State,Big Ten,fbs,26,7,16,3,0.0,,1424.0,1430.0,2711,Western Michigan,Mid-American,fbs,21,7,7,0,7.0,,1446.0,1440.0,,,
232420025,2003,2,regular,2003-08-30T20:00:00.000Z,,True,False,True,33552.0,3831.0,California Memorial Stadium,25,California,Pac-10,fbs,34,0,20,7,7.0,,1573.0,1653.0,2572,Southern Mississippi,Conference USA,fbs,2,2,0,0,0.0,,1513.0,1433.0,,,
232422751,2003,2,regular,2003-08-30T20:00:00.000Z,,True,False,False,17407.0,3984.0,War Memorial Stadium,2751,Wyoming,Mountain West,fbs,21,14,0,0,7.0,,,,147,Montana State,Big Sky,fcs,10,0,3,7,0.0,,,,,,
232420276,2003,2,regular,2003-08-30T20:30:00.000Z,False,True,False,False,25141.0,3775.0,Joan C. Edwards Stadium,276,Marshall,Mid-American,fbs,45,14,14,7,10.0,,,,2275,Hofstra,Atlantic 10,fcs,21,7,7,7,0.0,,,,,,
232420152,2003,2,regular,2003-08-30T22:00:00.000Z,False,True,False,False,53800.0,3670.0,Carter-Finley Stadium,152,NC State,ACC,fbs,59,14,28,14,3.0,,,,2717,Western Carolina,Southern,fcs,20,0,14,6,0.0,,,,,,
232420002,2003,2,regular,2003-08-30T22:00:00.000Z,,True,False,False,86063.0,3785.0,Jordan-Hare Stadium,2,Auburn,SEC,fbs,0,0,0,0,0.0,,1668.0,1634.0,30,USC,Pac-10,fbs,23,10,0,6,7.0,,1900.0,1934.0,,,
232422450,2003,2,regular,2003-08-30T22:00:00.000Z,False,True,False,False,,3991.0,"William Dick"""" Price Stadium""""",2450,Norfolk State,MEAC,fcs,15,2,7,0,6.0,,,,330,Virginia State,,,16,7,2,7,0.0,,,,,,
232422241,2003,2,regular,2003-08-30T22:00:00.000Z,False,True,False,False,,3710.0,Ernest W. Spangler Stadium,2241,Gardner-Webb,Big South,fcs,45,19,3,23,0.0,,,,2805,Clark Atlanta,,,0,0,0,0,0.0,,,,,,
