Id,Season,Week,Season Type,Start Date,Start Time Tbd,Completed,Neutral Site,Conference Game,Attendance,Venue Id,Venue,Home Id,Home Team,Home Conference,Home Division,Home Points,Home Line Scores[0],Home Line Scores[1],Home Line Scores[2],Home Line Scores[3],Home Post Win Prob,Home Pregame Elo,Home Postgame Elo,Away Id,Away Team,Away Conference,Away Division,Away Points,Away Line Scores[0],Away Line Scores[1],Away Line Scores[2],Away Line Scores[3],Away Post Win Prob,Away Pregame Elo,Away Postgame Elo,Excitement Index,Highlights,Notes
272372013,2007,1,regular,2007-08-25T22:00:00.000Z,False,True,True,False,,,,2013,Albany State (GA),,,16,0,7,0,9.0,,,,2428,North Carolina Central,FCS Independents,fcs,10,0,0,3,7.0,,,,,,
272420164,2007,1,regular,2007-08-30T23:00:00.000Z,,True,False,False,43091.0,3754.0,High Point Solutions Stadium,164,Rutgers,Big East,fbs,38,21,7,7,3.0,,1678.0,1720.0,2084,Buffalo,Mid-American,fbs,3,0,0,3,0.0,,1222.0,1180.0,,,
272422415,2007,1,regular,2007-08-30T23:00:00.000Z,False,True,False,False,,3762.0,Hughes Stadium,2415,Morgan State,MEAC,fcs,47,7,23,7,10.0,,,,2542,Savannah State,FCS Independents,fcs,7,0,0,0,7.0,,,,,,
272420119,2007,1,regular,2007-08-30T23:00:00.000Z,False,True,False,False,,3781.0,Johnny Unitas Stadium,119,Towson,CAA,fcs,20,3,7,0,10.0,,,,2115,Central Connecticut,NEC,fcs,10,7,0,3,0.0,,,,,,
272422038,2007,1,regular,2007-08-30T23:00:00.000Z,False,True,True,False,,,,2038,Assumption,,,20,7,0,0,13.0,,,,2529,Sacred Heart,NEC,fcs,41,14,14,13,0.0,,,,,,
272422132,2007,1,regular,2007-08-30T23:00:00.000Z,False,True,False,False,20223.0,3854.0,Nippert Stadium,2132,Cincinnati,Big East,fbs,59,6,13,20,20.0,,,,2546,Southeast Missouri State,OVC,fcs,3,0,3,0,0.0,,,,,,
272422197,2007,1,regular,2007-08-30T23:00:00.000Z,False,True,False,True,,3858.0,O'Brien Stadium,2197,Eastern Illinois,OVC,fcs,45,7,17,7,14.0,,,,2635,Tennessee Tech,OVC,fcs,24,10,0,7,7.0,,,,,,
272422534,2007,1,regular,2007-08-30T23:00:00.000Z,False,True,False,False,,3647.0,Bowers Stadium,2534,Sam Houston State,Southland,fcs,17,10,7,0,0.0,,,,2025,Angelo State,,,13,0,7,6,0.0,,,,,,
272420079,2007,1,regular,2007-08-30T23:00:00.000Z,False,True,True,False,,,,79,Southern Illinois,MVFC,fcs,59,14,17,7,21.0,,,,2825,Quincy,,,14,7,0,7,0.0,,,,,,
272422050,2007,1,regular,2007-08-30T23:00:00.000Z,,True,False,True,7885.0,3919.0,Scheumann Stadium,2050,Ball State,Mid-American,fbs,13,3,0,3,7.0,,1443.0,1440.0,193,Miami (OH),Mid-American,fbs,14,0,7,0,7.0,,1399.0,1402.0,,,
