Id,Season,Week,Season Type,Start Date,Start Time Tbd,Completed,Neutral Site,Conference Game,Attendance,Venue Id,Venue,Home Id,Home Team,Home Conference,Home Division,Home Points,Home Line Scores,Home Post Win Prob,Home Pregame Elo,Home Postgame Elo,Away Id,Away Team,Away Conference,Away Division,Away Points,Away Line Scores,Away Post Win Prob,Away Pregame Elo,Away Postgame Elo,Excitement Index,Highlights,Notes
212350097,2001,1,regular,2001-08-23T23:00:00.000Z,,True,False,False,38129.0,3873.0,Papa John's Cardinal Stadium,97,Louisville,Conference USA,fbs,45,,,1624.0,1645.0,166,New Mexico State,Sun Belt,fbs,24,,,1334.0,1313.0,,,
63770,2001,1,regular,2001-08-25T04:00:00.000Z,,True,False,,,,,158,Nebraska,Big 12,fbs,21,,,1970.0,1982.0,2628,TCU,Conference USA,fbs,7,,,1781.0,1769.0,,,
212370275,2001,1,regular,2001-08-25T18:00:00.000Z,,True,False,True,76740.0,347.0,Camp Randall Stadium,275,Wisconsin,Big Ten,fbs,26,,,1699.0,1698.0,258,Virginia,ACC,fbs,17,,,1456.0,1457.0,,,
212370252,2001,1,regular,2001-08-25T20:30:00.000Z,,True,False,True,40008.0,3801.0,LaVell Edwards Stadium,252,BYU,Mountain West,fbs,70,,,1525.0,1613.0,2655,Tulane,Conference USA,fbs,35,,,1446.0,1358.0,,,
212370201,2001,1,regular,2001-08-25T23:45:00.000Z,,True,False,False,75423.0,3835.0,Gaylord Family Oklahoma Memorial Stadium,201,Oklahoma,Big 12,fbs,10,,,1911.0,1902.0,153,North Carolina,ACC,fbs,0,,,1514.0,1523.0,,,
212380183,2001,1,regular,2001-08-26T18:00:00.000Z,,True,False,False,41517.0,,,183,Syracuse,Big East,fbs,7,,,1629.0,1624.0,59,Georgia Tech,ACC,fbs,13,,,1711.0,1716.0,,,
212380038,2001,1,regular,2001-08-27T00:00:00.000Z,,True,False,False,47762.0,3726.0,Folsom Field,38,Colorado,Big 12,fbs,22,,,1572.0,1569.0,278,Fresno State,Western Athletic,fbs,24,,,1573.0,1576.0,,,
212422006,2001,2,regular,2001-08-30T23:00:00.000Z,,True,False,True,13532.0,,,2006,Akron,Mid-American,fbs,31,,,1467.0,1469.0,195,Ohio,Mid-American,fbs,29,,,1562.0,1560.0,,,
212422649,2001,2,regular,2001-08-30T23:00:00.000Z,,True,False,False,34950.0,3739.0,Glass Bowl,2649,Toledo,Mid-American,fbs,38,,,1723.0,1793.0,135,Minnesota,Big Ten,fbs,7,,,1610.0,1540.0,,,
212420218,2001,2,regular,2001-08-30T23:00:00.000Z,,True,False,False,26191.0,3730.0,Franklin Field,218,Temple,Big East,fbs,45,,,1408.0,1437.0,2426,Navy,FBS Independents,fbs,26,,,1262.0,1233.0,,,
212422711,2001,2,regular,2001-08-30T23:30:00.000Z,,True,False,False,33976.0,3980.0,Waldo Stadium,2711,Western Michigan,Mid-American,fbs,48,,,,,2287,Illinois State,,,7,,,,,,,
212420008,2001,2,regular,2001-08-30T23:30:00.000Z,,True,False,False,52213.0,3887.0,Donald W. Reynolds Razorback Stadium Frank Broyles Field,8,Arkansas,SEC,fbs,14,,,1497.0,1500.0,2439,UNLV,Mountain West,fbs,10,,,1501.0,1498.0,,,
212422117,2001,2,regular,2001-08-30T23:30:00.000Z,,True,False,False,18613.0,3786.0,Kelly/Shorts Stadium,2117,Central Michigan,Mid-American,fbs,42,,,,,2198,Eastern Kentucky,,,28,,,,,,,
212422084,2001,2,regular,2001-08-30T23:30:00.000Z,,True,False,False,22658.0,3965.0,UB Stadium,2084,Buffalo,Mid-American,fbs,15,,,1005.0,989.0,164,Rutgers,Big East,fbs,31,,,1224.0,1240.0,,,
212422459,2001,2,regular,2001-08-30T23:35:00.000Z,,True,False,False,14426.0,3764.0,Brigham Field at Huskie Stadium,2459,Northern Illinois,Mid-American,fbs,20,,,1512.0,1512.0,58,South Florida,FBS Independents,fbs,17,,,1418.0,1418.0,,,
