Season,Date,Team1,Team2,Team1 Location,Team2 Location,Team1 Score,Team2 Score,Open1,Open2,Close1,Close2,MoneyLine1,MoneyLine2,Result of Home Team
2008,2007-11-05,Richmond,Maine,N,N,44,42,8.5,127,5.5,127.5,-240,200,N/A
2008,2007-11-05,MemphisU,TennMartin,H,V,102,71,35,140,35.5,144,-39000,13000,1
2008,2007-11-06,AlabamaA&M,GardnerWebb,N,N,55,69,132.5,4,139.5,3,140,-160,N/A
2008,2007-11-06,Kentucky,CentralArkansas,H,V,67,40,28,138,26.5,134,-7000,3000,1
2008,2007-11-06,TennMartin,Maine,N,N,66,62,3,131,1.5,128,-125,105,N/A
2008,2007-11-06,MemphisU,Richmond,H,V,80,63,29,138,29.5,140.5,-10000,4000,1
2008,2007-11-07,Buffalo,OhioValley,N,N,89,82,25,166,25,166,-7000,3000,N/A
2008,2007-11-07,Connecticut,MorganState,H,V,69,65,26,134,26,138.5,NL,NL,1
2008,2007-11-07,CentralArkansas,AlabamaA&M,N,N,69,59,4,128,3.5,129,-160,140,N/A
2008,2007-11-07,Kentucky,GardnerWebb,H,V,68,84,25.5,137,26.5,132.5,-7000,3000,0
2008,2007-11-08,MorganState,OhioValley,N,N,77,66,11,163,11.5,163,-900,600,N/A
2008,2007-11-08,Connecticut,Buffalo,H,V,82,57,17.5,137.5,19,143,-3000,1500,1
2008,2007-11-08,DenverU,ECentralOklahoma,N,N,76,75,11,135,8.5,133.5,-400,325,N/A
2008,2007-11-08,Oklahoma,SanFrancisco,H,V,71,55,17,132,17.5,131,-2600,1420,1
2008,2007-11-09,Ohio,NewMexicoState,H,V,80,72,3.5,151.5,3.5,151.5,-180,158,1
2008,2007-11-09,Columbia,Fordham,H,V,61,79,124.5,4,124.5,5,190,-230,0
2008,2007-11-09,Pennsylvania,Drexel,H,V,59,67,133.5,1.5,133.5,3,130,-150,0
2008,2007-11-09,BallState,Butler,H,V,45,61,113.5,10.5,113.5,10.5,460,-620,0
2008,2007-11-09,RhodeIsland,FlaAtlantic,H,V,90,63,14,163.5,13,163.5,-1300,850,1
2008,2007-11-09,SouthFlorida,ClevelandState,H,V,70,73,9.5,129,7.5,129,-340,280,0
2008,2007-11-09,EasternMichigan,Brown,H,V,55,74,5.5,127.5,5.5,129,-235,195,0
2008,2007-11-09,Tennessee,Temple,H,V,80,63,17.5,165,17.5,165,-2200,1315,1
2008,2007-11-09,Creighton,Depaul,H,V,74,62,4,124,3,124,-155,135,1
2008,2007-11-09,Alabama,Troy,H,V,84,72,18.5,153.5,17,153.5,-2000,1250,1
2008,2007-11-09,Kansas,ULMonroe,H,V,107,78,27,146.5,27,146.5,NL,NL,1
2008,2007-11-09,Colorado,NewMexico,H,V,47,54,158,2,158,1,100,-120,0
2008,2007-11-09,Tulane,Auburn,H,V,77,62,pk,148.5,2.5,148.5,-145,125,1
2008,2007-11-09,CalIrvine,LoyolaMarymount,H,V,74,61,9.5,131,9.5,130,-500,400,1
2008,2007-11-09,Hawaii,SanDiego,H,V,72,73,10,145,8.5,147,-415,333,0
2008,2007-11-09,CalPolySLO,Massachusetts,N,N,64,90,NL,5.5,156.5,5.5,200,-240,N/A
2008,2007-11-09,NorthernIowa,NoIllinois,H,V,75,45,14,NL,14,130,-1250,800,1
2008,2007-11-09,BowlingGreen,WesternCarolina,N,N,60,63,1.5,NL,144,1,105,-125,N/A
2008,2007-11-09,Cincinnati,Belmont,H,V,75,86,8,NL,8,137.5,-410,330,0
2008,2007-11-09,NorthernColorado,VMI,N,N,104,97,NL,8,180,5,145,-165,N/A
2008,2007-11-09,AirForce,Dartmouth,H,V,67,38,16,114.5,15,114.5,-1550,1025,1
2008,2007-11-09,CalSantaBarb,NorthwesternSt,N,N,92,71,4,NL,4,147,-205,173,N/A
2008,2007-11-09,Stanford,Harvard,H,V,111,56,23,148,24,148,-4000,2000,1
2008,2007-11-09,SanDiegoState,Liberty,N,N,62,50,7,NL,7.5,143.5,-360,300,N/A
2008,2007-11-09,FresnoState,PortlandU,H,V,75,68,12,130.5,14,130.5,-1300,850,1
2008,2007-11-09,SanFrancisco,ECentralOklahoma,N,N,87,70,15,NL,14.5,138.5,-1100,700,N/A
2008,2007-11-09,Oklahoma,DenverU,H,V,80,50,25,NL,25.5,125.5,NL,NL,1
2008,2007-11-09,GeorgiaTech,NCGreensboro,H,V,74,83,17,NL,16,142.5,-2000,1250,0
2008,2007-11-09,Rutgers,TennesseeTech,H,V,70,64,7.5,NL,8,134,-360,300,1
2008,2007-11-09,VirginiaTech,Elon,H,V,69,64,17,NL,18.5,129.5,-2000,1250,1
2008,2007-11-09,JamesMadison,Siena,H,V,100,88,NL,4,146.5,2.5,140,-160,1
2008,2007-11-09,WakeForest,Fairfield,H,V,85,60,12,NL,12.5,138.5,-900,600,1
2008,2007-11-09,TowsonState,LoyolaMaryland,H,V,83,69,1.5,NL,143,3,120,-140,1
2008,2007-11-09,KansasState,SacramentoState,H,V,94,63,22,NL,22,151.5,-5500,2625,1
2008,2007-11-09,Arkansas,Wofford,H,V,67,45,23.5,NL,23,146,-6000,2750,1
2008,2007-11-09,HoustonU,MoreheadState,H,V,83,54,21,NL,24,134,-5000,2500,1
2008,2007-11-09,Montana,ColoradoState,H,V,75,39,4,NL,9,142.5,-420,335,1
2008,2007-11-09,Iowa,IdahoState,H,V,58,43,15,NL,13.5,120,-1100,700,1
2008,2007-11-09,Georgia,JacksonvilleSt,H,V,107,65,21,NL,20.5,145.5,-2500,1400,1
2008,2007-11-09,WashingtonState,E.Washington,H,V,68,41,23,NL,26.5,141,-7000,3000,1
2008,2007-11-09,UNLV,MontanaState,H,V,76,65,18.5,139,16,139,-1800,1150,1
2008,2007-11-09,UCLA,PortlandState,H,V,69,48,23.5,142,22,142,-4000,2000,1
2008,2007-11-10,Georgetown,William&Mary,H,V,68,53,23,122,22.5,122,-4000,2000,1
2008,2007-11-10,TexasTech,CalRiverside,H,V,68,56,19.5,136,21,135.5,-3500,1750,1
2008,2007-11-10,LongBeachState,BYU,H,V,34,74,154.5,8,148,9,370,-450,0
2008,2007-11-10,Toledo,MissouriSt,H,V,57,53,138.5,2.5,138.5,3,130,-150,1
2008,2007-11-10,GeorgiaState,UAB,H,V,63,86,129,8.5,128.5,11,425,-525,0
2008,2007-11-10,DetroitU,KentState,H,V,61,60,126,5.5,126,4,165,-195,1
2008,2007-11-10,IllinoisChicago,Bradley,H,V,84,75,146.5,5,146.5,6,215,-255,1
2008,2007-11-10,MississippiSt,LouisianaTech,H,V,75,45,22.5,143,22.5,143,-4000,2000,1
2008,2007-11-10,SaintMarysCA,Drake,H,V,72,66,10,145,11.5,143,-670,545,1
2008,2007-11-10,BowlingGreen,Belmont,N,N,78,67,139.5,8,139,6,220,-260,N/A
2008,2007-11-10,Cincinnati,WesternCarolina,H,V,66,64,8,135,8.5,135,-405,335,1
2008,2007-11-10,Massachusetts,NoIllinois,N,N,102,87,15,146,14,149,-1400,900,N/A
2008,2007-11-10,NorthernIowa,CalPolySLO,H,V,62,55,13,137,14,137,-1300,850,1
2008,2007-11-10,VaMilitary,Dartmouth,N,N,87,98,6,171,5,168,-230,190,N/A
2008,2007-11-10,AirForce,NorthernColorado,H,V,71,62,16,127.5,14,124.5,-1300,850,1
2008,2007-11-10,Pacific,WesternMichigan,N,N,90,76,135.5,4.5,135.5,2.5,120,-140,N/A
2008,2007-11-10,Oregon,Pepperdine,H,V,100,70,26,156,23.5,162.5,-5000,2500,1
2008,2007-11-10,CalSantaBarb,Harvard,N,N,79,61,16.5,148.5,17,148.5,-1700,1050,N/A
2008,2007-11-10,Stanford,NorthwesternSt,H,V,97,58,20,155,21,155,-3500,1750,1
2008,2007-11-10,FresnoState,Liberty,H,V,71,62,9.5,144,13,142.5,-1000,700,1
2008,2007-11-10,SanDiegoState,PortlandU,N,N,78,64,11.5,130,10.5,126.5,-550,450,N/A
2008,2007-11-10,NCWilmington,CollCharleston,H,V,98,91,6,131,7.5,135,-315,265,1
2008,2007-11-10,Xavier,SEMissouriSt,H,V,90,59,24,152,23.5,152,-3500,1500,1
2008,2007-11-10,Vanderbilt,AustinPeay,H,V,81,67,12,141,11.5,141,-725,575,1
2008,2007-11-10,MurrayState,Rider,H,V,66,65,6,139,7.5,138,-325,275,1
2008,2007-11-10,WeberState,UtahState,H,V,78,71,140.5,3,140.5,2,115,-135,1
2008,2007-11-11,Michigan,Brown,H,V,72,57,13.5,122,14.5,122,-1300,850,1
2008,2007-11-11,CentralFlorida,Nevada,H,V,63,60,1,139,3.5,139,-165,145,1
2008,2007-11-11,Illinois,Northeastern,H,V,63,55,19,113,18.5,117,-2500,1450,1
2008,2007-11-11,Pittsburgh,SaintLouis,H,V,69,58,13,123.5,13,126.5,-1000,700,1
2008,2007-11-11,NoIllinois,CalPolySLO,N,N,78,88,149,7,147,6.5,250,-300,N/A
2008,2007-11-11,NorthernIowa,Massachusetts,H,V,75,68,3,136,4,139,-175,155,1
2008,2007-11-11,PortlandU,Liberty,N,N,73,62,145,1,1,141,-120,100,N/A
2008,2007-11-11,FresnoState,SanDiegoState,H,V,72,89,2,134,3,135.5,-150,130,0
2008,2007-11-11,Harvard,NorthwesternSt,N,N,90,60,163,6,161,5.5,195,-235,N/A
2008,2007-11-11,Stanford,CalSantaBarb,H,V,67,48,14.5,135.5,15.5,139.5,-1600,1000,1
2008,2007-11-11,Pepperdine,WesternMichigan,N,N,65,70,156.5,9,166.5,9,355,-425,N/A
